nama_cabang,nama_pelanggan,rating,tanggal_ulasan,teks_komentar
Mie Gacoan - Kenjeran,Nita18,4,12 jam lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Made Kusumah,5,6 hari lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,H. Chandra,5,12 jam lalu,Harga murah tapi rasa ga murahan
Mie Gacoan - Kenjeran,Vera Dewi Anwar,5,6 hari lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Zaki Susanto450,5,1 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,kiki pertiwi,1,Diedit 3 jam lalu,"Pelayanan buruk, makanan ga enak"
Mie Gacoan - Kenjeran,Utami Wicaksono,5,Diedit 1 jam lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Henny Fitriani,5,12 jam lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Gery A.,5,3 hari lalu,Ga pernah bosen makan disini
Mie Gacoan - Kenjeran,Mira F.,5,1 hari lalu,"Pelayanan ramah, makanan fresh"
Mie Gacoan - Kenjeran,Laila Jatmiko,5,6 hari lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Gita Hartono,5,5 jam lalu,Mantap banget! Pelayanannya cepat dan ramah
Mie Gacoan - Kenjeran,Novi29,5,5 jam lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,Citra Yusuf591,4,1 minggu lalu,"Enak dan murah, tapi kadang porsi kurang banyak"
Mie Gacoan - Kenjeran,Ulfa Wibowo,5,1 minggu lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Wulan45,5,Diedit 3 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,Hanif nugraha,4,7 jam lalu,"Tempatnya bagus, tapi kadang AC kurang dingin"
Mie Gacoan - Kenjeran,Teguh23,2,Diedit 5 jam lalu,"Kurang memuaskan, pelayanan lama"
Mie Gacoan - Kenjeran,chandra409,5,3 hari lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,N. Hakim,5,2 minggu lalu,Tempat nongkrong favorit
Mie Gacoan - Kenjeran,Surya B.,5,18 jam lalu,Cocok banget buat nongkrong sama temen
Mie Gacoan - Kenjeran,T. Setiawan,5,1 hari lalu,"AC nya dingin, tempatnya nyaman"
Mie Gacoan - Kenjeran,wawan dahlan,5,4 bulan lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,Mega Nurhayati,4,2 minggu lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,karina553,5,Diedit 5 jam lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,Ica Fadillah,5,1 jam lalu,"Dimsum nya enak, mie nya juga mantap"
Mie Gacoan - Kenjeran,Penny Purnomo960,5,10 jam lalu,Ga pernah bosen makan disini
Mie Gacoan - Kenjeran,Hanif oktavianto,5,5 jam lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,guntur723,4,2 jam lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,Ojan syahputra,5,Diedit 1 jam lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,zahwa adi,5,3 minggu lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,Kiki Chandra,5,Diedit 1 jam lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,Erna77,4,4 hari lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,F. Mulyadi,5,4 hari lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,icha wardana,5,Diedit 1 minggu lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Ella Dodi Kusuma,5,2 bulan lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,Rini Iqbal Lesmana,4,3 hari lalu,"Makanan enak, tapi parkirnya agak susah"
Mie Gacoan - Kenjeran,K. Suryanto,5,7 jam lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,surya sanjaya,1,Diedit 5 jam lalu,Sangat tidak memuaskan
Mie Gacoan - Kenjeran,Eka Sulistyo,5,6 hari lalu,Tempat nongkrong favorit
Mie Gacoan - Kenjeran,Jaya Nurdiyanto841,3,Diedit 2 hari lalu,Standar kualitas franchise lah
Mie Gacoan - Kenjeran,Oki Cahyono458,5,2 hari lalu,Mantap banget! Pelayanannya cepat dan ramah
Mie Gacoan - Kenjeran,lisa970,5,Diedit 1 jam lalu,"Pelayanan bagus, makanan cepat datang"
Mie Gacoan - Kenjeran,Farhan37,5,10 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Wawan wicaksono,5,2 bulan lalu,Bersih dan higienis tempatnya
Mie Gacoan - Kenjeran,Rina erlangga,5,Diedit 1 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,L. Sulistyo,5,10 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,widya161,5,3 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Farhan Vina Pratama,4,2 bulan lalu,"Bagus overall, cuma parkir suka penuh"
Mie Gacoan - Kenjeran,P. Nugroho,5,Diedit 1 hari lalu,"Pelayanan ramah, makanan fresh"
Mie Gacoan - Kenjeran,nanda yusuf,3,3 bulan lalu,Lumayan tapi kadang inconsistent
Mie Gacoan - Kenjeran,Cahya Haryanto,3,7 jam lalu,Oke lah untuk harga segini
Mie Gacoan - Kenjeran,Bunga S.,5,18 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,jihan464,4,2 hari lalu,"Tempatnya bagus, tapi kadang AC kurang dingin"
Mie Gacoan - Kenjeran,Bella Haryanto184,5,Diedit 5 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,U. Wijaya,5,Diedit 5 jam lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,utami342,5,4 bulan lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,Vivi Gunawan,5,2 hari lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,hesti fitriani,4,2 bulan lalu,"Rasanya oke, tapi porsi bisa lebih banyak"
Mie Gacoan - Kenjeran,Citra setiawan,2,Diedit 2 hari lalu,"Tempat kotor, makanan biasa aja"
Mie Gacoan - Kenjeran,Omar lukman,5,Diedit 1 minggu lalu,Minumannya juga enak-enak
Mie Gacoan - Kenjeran,Ulfa39,5,15 jam lalu,"Enak banget mie nya, porsinya juga pas"
Mie Gacoan - Kenjeran,Nita40,5,18 jam lalu,Ga pernah bosen makan disini
Mie Gacoan - Kenjeran,Aini88,5,Diedit 2 hari lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,G. Lesmana,4,3 bulan lalu,"Overall puas, cuma kadang pelayan lupa pesanan"
Mie Gacoan - Kenjeran,Vian dwi,5,1 minggu lalu,"Dimsum nya enak, mie nya juga mantap"
Mie Gacoan - Kenjeran,Ahmad K.,5,12 jam lalu,Kualitas terjaga dari dulu sampai sekarang
Mie Gacoan - Kenjeran,bobby959,4,10 jam lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,H. Nurhayati,4,Diedit 3 jam lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Dimas Ica Kusuma,5,4 hari lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,hana790,5,2 bulan lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Linda erlangga,5,Diedit 3 jam lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Zahra hartanto,5,7 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Ferry Siska Arifin,5,4 hari lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Wulan mulyadi,5,2 hari lalu,Tempatnya strategis dan mudah dijangkau
Mie Gacoan - Kenjeran,Wahyu Utomo,5,1 jam lalu,"Rasa enak, harga bersahabat"
Mie Gacoan - Kenjeran,Dimas Setiawan245,5,18 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,D. Rahman,1,10 jam lalu,Tidak akan kembali lagi kesini
Mie Gacoan - Kenjeran,Gery Ivan Wibowo,3,Diedit 1 hari lalu,"Biasa aja, mungkin next coba tempat lain"
Mie Gacoan - Kenjeran,vian768,3,4 bulan lalu,"Biasa aja, mungkin next coba tempat lain"
Mie Gacoan - Kenjeran,Galuh60,5,2 hari lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Cici Dwi,5,Diedit 1 minggu lalu,"Langganan terus dari dulu, ga pernah mengecewakan"
Mie Gacoan - Kenjeran,Pandu martono,3,2 hari lalu,Lumayan enak tapi ga wow banget
Mie Gacoan - Kenjeran,Vian Maulana300,5,Diedit 1 minggu lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,Utami G.,4,1 jam lalu,Enak tapi kadang terlalu asin
Mie Gacoan - Kenjeran,Jihan Ferry Kusumah,5,18 jam lalu,Tempat nongkrong favorit
Mie Gacoan - Kenjeran,nanda hartanto,3,Diedit 1 hari lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,vega335,4,2 minggu lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,F. Hutagalung,5,5 jam lalu,"Enak banget mie nya, porsinya juga pas"
Mie Gacoan - Kenjeran,Cici permana,5,3 bulan lalu,"Enak banget mie nya, porsinya juga pas"
Mie Gacoan - Kenjeran,Fajar pertiwi,5,Diedit 5 jam lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,Wahyu Anggraini980,5,2 jam lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,elsa pamungkas,5,2 minggu lalu,Kualitas terjaga dari dulu sampai sekarang
Mie Gacoan - Kenjeran,Hana rahman,5,Diedit 3 jam lalu,"Banyak pilihan menu, bingung milihnya"
Mie Gacoan - Kenjeran,Cici Wahyudi,5,Diedit 5 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,Zahwa Taufik Bakti,3,5 hari lalu,Lumayan untuk mengisi perut
Mie Gacoan - Kenjeran,Putra Oktavianto,2,1 hari lalu,"Kurang memuaskan, pelayanan lama"
Mie Gacoan - Kenjeran,Mira Yoga Junaidi,5,Diedit 1 hari lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Hana Pertiwi427,4,1 minggu lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,Dian25,5,1 bulan lalu,"Rasa konsisten, selalu enak"
Mie Gacoan - Kenjeran,Yessi P.,5,2 bulan lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Qori Yessi Nurhayati,3,15 jam lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,Guntur erlangga,5,1 jam lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,kevin905,4,1 jam lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Umi Ojay Adi,1,2 hari lalu,Sangat kecewa dengan pelayanan dan rasa
Mie Gacoan - Kenjeran,Lestari59,1,3 hari lalu,Sangat kecewa dengan pelayanan dan rasa
Mie Gacoan - Kenjeran,tiara103,5,2 jam lalu,"Pelayanan cepat, tempat nyaman"
Mie Gacoan - Kenjeran,Oji Budiman226,5,5 hari lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,H. Iskandar,5,3 bulan lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Cindy86,4,5 hari lalu,"Bagus sih, tapi kadang kehabisan menu tertentu"
Mie Gacoan - Kenjeran,nanda maulana,5,10 jam lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,Oji96,5,5 jam lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Ivan Hartono,3,15 jam lalu,Lumayan untuk mengisi perut
Mie Gacoan - Kenjeran,Monica Firmansyah,5,2 bulan lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,reza616,2,2 minggu lalu,"Kurang memuaskan, pelayanan lama"
Mie Gacoan - Kenjeran,Bambang Zakaria,5,Diedit 1 hari lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,S. Wahyudi,5,Diedit 2 hari lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Marwan B.,5,1 jam lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,F. Ramadhan,5,5 hari lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,Hilda M.,5,18 jam lalu,Minumannya juga enak-enak
Mie Gacoan - Kenjeran,Ferry Firmansyah999,5,Diedit 1 jam lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,Z. Wijaya,5,5 jam lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Diana14,4,2 minggu lalu,Enak tapi kadang terlalu asin
Mie Gacoan - Kenjeran,Eka97,5,2 minggu lalu,"Makanannya enak, harga terjangkau"
Mie Gacoan - Kenjeran,nita lestari,5,Diedit 1 jam lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,Lisa Pipit Ardianto,5,7 jam lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,Ivan Pamungkas,3,2 bulan lalu,Oke lah untuk harga segini
Mie Gacoan - Kenjeran,Imam W.,5,Diedit 1 hari lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Ayu Hartanto,5,2 bulan lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,laila226,4,Diedit 2 hari lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Ivan Sulistyo,1,1 jam lalu,"Pelayanan buruk, makanan ga enak"
Mie Gacoan - Kenjeran,gilang565,5,2 hari lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,E. Fadillah,5,Diedit 3 jam lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,cici andriani,4,1 hari lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Vivi12,5,4 bulan lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,Jihan Budiman,5,2 hari lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Budi Yoga Anwar,5,5 hari lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Reza Wardana,5,Diedit 1 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,Ahmad Imam Lestari,5,3 hari lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Kevin Wawan Lukman,5,3 minggu lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,Zahwa Purnomo263,5,7 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,D. Permana,5,1 minggu lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,Jeni oktavian,5,2 bulan lalu,"Ga nyesel makan disini, enak semua"
Mie Gacoan - Kenjeran,yanto handoko,5,Diedit 3 jam lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Irfan Oji Chandra,5,15 jam lalu,"Makanannya enak, harga terjangkau"
Mie Gacoan - Kenjeran,Chandra Atmaja,5,7 jam lalu,Tempat favorit buat makan mie pedas
Mie Gacoan - Kenjeran,Jaya Dewi Kusuma,4,1 hari lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Hilda G.,5,2 minggu lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,Hadi kusumah,4,Diedit 3 jam lalu,"Makanan enak, tapi kadang porsi kurang konsisten"
Mie Gacoan - Kenjeran,Cahya64,4,1 bulan lalu,"Rasanya oke, cuma kadang kurang pedas"
Mie Gacoan - Kenjeran,Cahya anwar,5,3 hari lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Ridwan Erlangga66,5,1 jam lalu,Ga pernah bosen makan disini
Mie Gacoan - Kenjeran,Ridwan rahmawati,5,Diedit 1 jam lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Bambang Sutanto,4,6 hari lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Vega Lestari49,3,3 bulan lalu,"Standar lah, sesuai harga"
Mie Gacoan - Kenjeran,Ayu Setiawan,5,Diedit 3 jam lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Zahwa salim,5,12 jam lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,gesang176,5,4 hari lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Bunga Hartanto,4,1 minggu lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Rini Monica Nugraha,5,5 jam lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,Winda P.,5,5 jam lalu,Bersih dan higienis tempatnya
Mie Gacoan - Kenjeran,Nabila dwi,5,12 jam lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,gesang392,4,Diedit 3 jam lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Utami S.,4,3 hari lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Fajar W.,5,2 minggu lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Aini29,5,Diedit 5 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,vivi pertiwi,5,4 hari lalu,"Parkir luas, tempatnya gampang dicari"
Mie Gacoan - Kenjeran,Nana L.,5,5 jam lalu,"Pelayanan cepat, tempat nyaman"
Mie Gacoan - Kenjeran,Umi T.,5,Diedit 1 jam lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Endah D.,5,2 minggu lalu,"Mie nya kenyal, kuahnya gurih"
Mie Gacoan - Kenjeran,Jihan Nina Fauzi,5,3 bulan lalu,Minumannya juga enak-enak
Mie Gacoan - Kenjeran,Ojay63,4,5 jam lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Zainal C.,4,3 bulan lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Rina Oktavianto,4,Diedit 2 hari lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Agung A.,5,12 jam lalu,"Makanannya enak, harga terjangkau"
Mie Gacoan - Kenjeran,Vera kurniawan,4,5 jam lalu,"Enak sih, tapi kadang mie nya overcooked"
Mie Gacoan - Kenjeran,Ferry67,5,2 jam lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,T. Maulana,5,3 hari lalu,Pelayanan cepat meski lagi full
Mie Gacoan - Kenjeran,Icha44,5,7 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,Reza Agus Pratama,4,1 jam lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Kevin Dwi166,5,10 jam lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,Eka Oktavianto,5,2 bulan lalu,Harga murah tapi rasa ga murahan
Mie Gacoan - Kenjeran,mega cahyono,5,10 jam lalu,"Pelayanan cepat, tempat nyaman"
Mie Gacoan - Kenjeran,Rangga Andriani,4,3 hari lalu,"Enak sih, cuma kadang antrian panjang"
Mie Gacoan - Kenjeran,Silvi Gina Hidayat,5,4 bulan lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Oji Pamungkas280,4,7 jam lalu,"Enak dan murah, tapi kadang nunggu lama kalo rame"
Mie Gacoan - Kenjeran,Monica Safitri,5,Diedit 1 hari lalu,"Tempatnya bersih dan nyaman, recommended!"
Mie Gacoan - Kenjeran,vivi603,4,Diedit 3 jam lalu,"Makanan enak, tapi parkirnya agak susah"
Mie Gacoan - Kenjeran,Kania Putra99,5,5 jam lalu,Pelayannya sigap dan ramah
Mie Gacoan - Kenjeran,Ahmad syahputra,3,1 bulan lalu,Cukup memuaskan tapi bisa lebih baik
Mie Gacoan - Kenjeran,ojay basuki,5,18 jam lalu,"Tempatnya luas, cocok buat nongkrong"
Mie Gacoan - Kenjeran,Hesti Hidayat,5,6 hari lalu,Tempatnya strategis dan mudah dijangkau
Mie Gacoan - Kenjeran,Novi Rosyid633,5,2 minggu lalu,Makanan nya selalu fresh dan panas
Mie Gacoan - Kenjeran,hanif845,5,2 jam lalu,Top markotop! Selalu langganan disini
Mie Gacoan - Kenjeran,Farhan K.,5,12 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,nabila nugroho,4,2 jam lalu,"Enak sih, tapi kadang mie nya overcooked"
Mie Gacoan - Kenjeran,Monica suryana,5,7 jam lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,Oji Hidayat,5,4 hari lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,agus724,5,3 minggu lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,Aini Wibowo108,5,2 hari lalu,Pangsit gorengnya enak banget
Mie Gacoan - Kenjeran,Ahmad U.,5,2 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,Firman Hutagalung,5,1 hari lalu,Kualitas terjaga dari dulu sampai sekarang
Mie Gacoan - Kenjeran,Tono Suharto878,5,18 jam lalu,Staff nya ramah dan helpful banget
Mie Gacoan - Kenjeran,Lina Safitri,5,10 jam lalu,Mie ayam jamur nya recommended
Mie Gacoan - Kenjeran,yanto429,5,Diedit 5 jam lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,Nina45,4,Diedit 5 jam lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,Gina Endah Wijaya,2,3 jam lalu,"Ga recommend, banyak kekurangan"
Mie Gacoan - Kenjeran,Icha syahputra,5,4 bulan lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Tono Umi Wibowo,5,10 jam lalu,Cocok banget buat nongkrong sama temen
Mie Gacoan - Kenjeran,Vivi Winda Junaidi,5,4 hari lalu,Dimsum goreng nya crispy enak
Mie Gacoan - Kenjeran,maya putra,5,3 minggu lalu,Pesan lewat aplikasi juga mudah
Mie Gacoan - Kenjeran,teguh601,5,3 hari lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,S. Hutagalung,5,Diedit 1 minggu lalu,Kalo laper malam-malam langsung kesini
Mie Gacoan - Kenjeran,Dewi81,5,2 jam lalu,Topping nya banyak dan enak semua
Mie Gacoan - Kenjeran,Cici Lala Galih,5,3 hari lalu,Makanannya selalu konsisten
Mie Gacoan - Kenjeran,Z. Andriani,5,1 jam lalu,Suasana nya asik buat ngobrol
Mie Gacoan - Kenjeran,Elsa Wahyudi,3,1 jam lalu,"Lumayan sih, tapi ada yang lebih enak"
Mie Gacoan - Kenjeran,novi306,5,4 bulan lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,bunga santoso,5,15 jam lalu,"Menu nya bervariasi, semua enak"
Mie Gacoan - Kenjeran,Vera37,4,6 hari lalu,"Tempatnya bagus, tapi kadang AC kurang dingin"
Mie Gacoan - Kenjeran,jeni247,5,Diedit 3 jam lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,aini610,5,Diedit 3 jam lalu,Selalu jadi pilihan kalo laper tengah malam
Mie Gacoan - Kenjeran,Ratna75,5,1 jam lalu,"Tempatnya bersih, toiletnya juga bersih"
Mie Gacoan - Kenjeran,Marwan Vega Ramadhan,5,3 bulan lalu,Kalo lagi pengen makan enak ya kesini
Mie Gacoan - Kenjeran,U. Hutagalung,5,Diedit 2 hari lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,annisa rosyid,5,15 jam lalu,24 jam jadi bisa makan kapan aja
Mie Gacoan - Kenjeran,Siska putra,4,10 jam lalu,"Tempatnya nyaman, tapi kadang terlalu bising"
Mie Gacoan - Kenjeran,Udin atmaja,5,Diedit 1 jam lalu,"Makanannya enak, pelayannya ramah, tempatnya nyaman"
Mie Gacoan - Kenjeran,Elsa Handoko105,4,3 hari lalu,"Rasanya enak, cuma kadang terlalu rame"
Mie Gacoan - Kenjeran,made rahman,5,Diedit 5 jam lalu,"Tempatnya luas, cocok buat nongkrong"
Mie Gacoan - Kenjeran,teguh821,5,2 hari lalu,Pelayanannya memuaskan
Mie Gacoan - Kenjeran,Sari79,4,Diedit 2 hari lalu,"Makanan enak, tapi kadang stopan kurang gurih"
Mie Gacoan - Kenjeran,Eka Hermawan,4,Diedit 3 jam lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,Lisa61,4,1 minggu lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,Zaki Lukman,2,6 hari lalu,"Kecewa sih, ga sesuai ekspektasi"
Mie Gacoan - Kenjeran,kevin369,5,2 hari lalu,"Level pedasnya bisa request, enak!"
Mie Gacoan - Kenjeran,K. Sutanto,4,2 hari lalu,"Rasanya enak, tapi kadang kepedesan"
Mie Gacoan - Kenjeran,Yanto Qurniawan895,3,2 bulan lalu,"Biasa aja, mungkin next coba tempat lain"
Mie Gacoan - Kenjeran,Monica F.,3,4 hari lalu,"Lumayan sih, tapi ada yang lebih enak"
Mie Gacoan - Kenjeran,Maya Budiman314,4,4 bulan lalu,"Overall bagus, cuma pelayanan agak lama"
Mie Gacoan - Kenjeran,Nina44,4,7 jam lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Maulana S.,5,1 minggu lalu,"Level pedas bisa disesuaikan, mantap"
Mie Gacoan - Kenjeran,Yoga putra,5,4 bulan lalu,Makanan datang cepat meski lagi rame
Mie Gacoan - Kenjeran,Eka Penny Nugraha,5,4 bulan lalu,Selalu puas tiap kali makan disini
Mie Gacoan - Kenjeran,Linda Mega Pratama,4,6 hari lalu,"Pelayanan cepat, cuma kadang tempat duduk penuh"
Mie Gacoan - Kenjeran,Y. Wahyudi,5,2 hari lalu,Mantap banget! Pelayanannya cepat dan ramah
Mie Gacoan - Kenjeran,Fani70,5,2 hari lalu,"Porsi besar, harga murah, rasanya enak"
Mie Gacoan - Kenjeran,lisa hakim,4,4 bulan lalu,"Makanannya enak, tapi kadang pedasnya ga konsisten"
Mie Gacoan - Kenjeran,Rina Siska Lesmana,1,4 hari lalu,Sangat kecewa dengan pelayanan dan rasa
Mie Gacoan - Kenjeran,Doni Sanjaya644,3,Diedit 1 minggu lalu,Lumayan enak tapi ga wow banget
Mie Gacoan - Kenjeran,Heri Kenzo Martono,4,1 minggu lalu,"Makanan enak, tapi kadang nunggu meja lama"
Mie Gacoan - Kenjeran,Novi kartika,5,1 bulan lalu,Es teh nya pas manisnya
Mie Gacoan - Kenjeran,T. Adiputra,5,1 hari lalu,Cocok banget buat nongkrong sama temen
